flow_duration,total_fwd_packets,total_backward_packets,max_packet_length,average_packet_size,active_mean,label
225,4,0,46,43.75,0,BENIGN
104,1,2,6,8,0,BENIGN
140644,14,9,2525,317.3478260869565,0,BENIGN
114526765,39,0,0,0,6.5,BENIGN
1,2,0,31,34,0,BENIGN
21249,2,2,73,70.25,0,BENIGN
420697,6,0,24,28,0,BENIGN
20814,2,2,87,69.75,0,BENIGN
20664,2,2,71,67.75,0,BENIGN
2,2,0,6,9,0,BENIGN
21547,3,3,78,28,0,BENIGN
20858,2,2,83,63.25,0,BENIGN
2,2,0,6,9,0,BENIGN
20564,2,2,41,39.25,0,BENIGN
47669,2,2,60,54,0,BENIGN
45996,2,2,61,64.25,0,BENIGN
115078546,70,106,2920,668.3409090909091,176490.5,BENIGN
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,283,424.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
48,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,193,289.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,247,370.5,0,Portmap
1,2,0,247,370.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
2,2,0,193,289.5,0,Portmap
2,2,0,211,316.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,283,424.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
76,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
3,2,0,548,822,0,Portmap
2,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
52,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,247,370.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,283,424.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
48,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
47,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
58,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
48,2,0,212,318,0,Portmap
2,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
19,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
3,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
79,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,247,370.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
49,2,0,229,343.5,0,Portmap
3,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
77,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,247,370.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
2,2,0,247,370.5,0,Portmap
47,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
3,2,0,548,822,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
5,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,212,318,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,247,370.5,0,Portmap
51,2,0,229,343.5,0,Portmap
80,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,265,397.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,247,370.5,0,Portmap
51,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,373,559.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
52,2,0,247,370.5,0,Portmap
50,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
2,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
57,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
0,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
2,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
46,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,119,178.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
7,8,0,211,237.375,0,Portmap
2,2,0,229,343.5,0,Portmap
49,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,211,316.5,0,Portmap
47,2,0,229,343.5,0,Portmap
2,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
49,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,139,208.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,211,316.5,0,Portmap
118910017,312,312,0,0,5417643,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
47,2,0,229,343.5,0,Portmap
1,2,0,212,318,0,Portmap
1,2,0,229,343.5,0,Portmap
51,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
48,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,247,370.5,0,Portmap
1,2,0,229,343.5,0,Portmap
2,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
1,2,0,229,343.5,0,Portmap
