caucus,congress_numbers,current,description,district,enddate,leadership_title,party,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website,extra.address,extra.contact_form,extra.office,extra.rss_url,extra.party_affiliations,extra.end-type,extra.how,person.bioguideid,person.birthday,person.cspanid,person.fediverse_webfinger,person.firstname,person.gender,person.gender_label,person.lastname,person.link,person.middlename,person.name,person.namemod,person.nickname,person.osid,person.pvsid,person.sortname,person.twitterid,person.youtubeid
NA,,TRUE,Junior Senator for Louisiana,NA,2029-01-03,NA,Republican,202-224-4623,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,LA,Sen.,Senator,https://www.kennedy.senate.gov/public,437 Russell Senate Office Building Washington DC 20510,https://www.kennedy.senate.gov/public/email-me,437 Russell Senate Office Building,NA,,NA,NA,K000393,1951-11-21,1011723,NA,John,male,Male,Kennedy,https://www.govtrack.us/congress/members/john_kennedy/412679,Neely,Sen. John Neely Kennedy [R-LA],,,N00026823,NA,"Kennedy, John Neely (Sen.) [R-LA]",SenJohnKennedy,NA
NA,,TRUE,Junior Senator for New Hampshire,NA,2029-01-03,NA,Democrat,202-224-3324,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,NH,Sen.,Senator,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,https://www.hassan.senate.gov/content/contact-senator,324 Hart Senate Office Building,NA,,NA,NA,H001076,1958-02-27,67481,NA,Margaret,female,Female,Hassan,https://www.govtrack.us/congress/members/margaret_hassan/412680,Wood,Sen. Margaret “Maggie” Hassan [D-NH],,Maggie,N00038397,NA,"Hassan, Margaret “Maggie” (Sen.) [D-NH]",SenatorHassan,NA
NA,,TRUE,Senior Senator for Nevada,NA,2029-01-03,Senate Democratic Outreach Vice Chair,Democrat,202-224-3542,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,NV,Sen.,Senator,https://www.cortezmasto.senate.gov,520 Hart Senate Office Building Washington DC 20510,https://www.cortezmasto.senate.gov/contact,520 Hart Senate Office Building,NA,,NA,NA,C001113,1964-03-29,105698,NA,Catherine,female,Female,Cortez Masto,https://www.govtrack.us/congress/members/catherine_cortez_masto/412681,,Sen. Catherine Cortez Masto [D-NV],,,N00037161,NA,"Cortez Masto, Catherine (Sen.) [D-NV]",SenCortezMasto,NA
NA,,TRUE,Junior Senator for North Carolina,NA,2029-01-03,NA,Republican,202-224-3154,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,NC,Sen.,Senator,https://www.budd.senate.gov,304 Russell Senate Office Building Washington DC 20510,https://www.budd.senate.gov/contact/,304 Russell Senate Office Building,NA,,NA,NA,B001305,1971-10-21,103513,NA,Ted,male,Male,Budd,https://www.govtrack.us/congress/members/ted_budd/412712,,Sen. Ted Budd [R-NC],,,N00039551,NA,"Budd, Ted (Sen.) [R-NC]",RepTedBudd,NA
NA,,TRUE,Junior Senator for Arizona,NA,2029-01-03,NA,Democrat,202-224-2235,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,AZ,Sen.,Senator,https://www.kelly.senate.gov,516 Hart Senate Office Building Washington DC 20510,https://www.kelly.senate.gov/contact/contact-form/,516 Hart Senate Office Building,NA,,NA,NA,K000377,1964-02-21,NA,NA,Mark,male,Male,Kelly,https://www.govtrack.us/congress/members/mark_kelly/456794,,Sen. Mark Kelly [D-AZ],,,N00044223,NA,"Kelly, Mark (Sen.) [D-AZ]",SenMarkKelly,NA
NA,,TRUE,Senior Senator for California,NA,2029-01-03,NA,Democrat,202-224-3553,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,CA,Sen.,Senator,https://www.padilla.senate.gov,331 Hart Senate Office Building Washington DC 20510,https://www.padilla.senate.gov/contact/,331 Hart Senate Office Building,NA,,NA,NA,P000145,1973-03-22,NA,NA,Alejandro,male,Male,Padilla,https://www.govtrack.us/congress/members/alejandro_padilla/456856,,Sen. Alejandro “Alex” Padilla [D-CA],,Alex,N00047888,NA,"Padilla, Alejandro “Alex” (Sen.) [D-CA]",SenAlexPadilla,NA
NA,,TRUE,Junior Senator for Georgia,NA,2029-01-03,NA,Democrat,202-224-3643,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,GA,Sen.,Senator,https://www.warnock.senate.gov,416 Russell Senate Office Building Washington DC 20510,https://www.warnock.senate.gov/contact/,416 Russell Senate Office Building,NA,,NA,NA,W000790,1969-07-23,NA,NA,Raphael,male,Male,Warnock,https://www.govtrack.us/congress/members/raphael_warnock/456858,Gamaliel,Sen. Raphael Warnock [D-GA],,,N00046489,NA,"Warnock, Raphael (Sen.) [D-GA]",SenatorWarnock,NA
NA,,TRUE,Junior Senator for Alabama,NA,2029-01-03,NA,Republican,202-224-5744,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,AL,Sen.,Senator,https://www.britt.senate.gov,502 Hart Senate Office Building Washington DC 20510,https://www.britt.senate.gov/contact/,502 Hart Senate Office Building,NA,,NA,NA,B001319,1982-02-02,NA,NA,Katie,female,Female,Britt,https://www.govtrack.us/congress/members/katie_britt/456874,Elizabeth,Sen. Katie Britt [R-AL],,,N00048812,NA,"Britt, Katie (Sen.) [R-AL]",NA,NA
NA,,TRUE,Junior Senator for Missouri,NA,2029-01-03,NA,Republican,202-224-5721,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,MO,Sen.,Senator,https://www.schmitt.senate.gov,387 Russell Senate Office Building Washington DC 20510,https://www.schmitt.senate.gov/contact/,387 Russell Senate Office Building,NA,,NA,NA,S001227,1975-06-20,NA,NA,Eric,male,Male,Schmitt,https://www.govtrack.us/congress/members/eric_schmitt/456875,Stephen,Sen. Eric Schmitt [R-MO],,,N00048414,NA,"Schmitt, Eric (Sen.) [R-MO]",NA,NA
NA,,TRUE,Junior Senator for Ohio,NA,2029-01-03,NA,Republican,202-224-3353,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,OH,Sen.,Senator,https://www.vance.senate.gov,288 Russell Senate Office Building Washington DC 20510,https://www.vance.senate.gov/contact/,288 Russell Senate Office Building,NA,,NA,NA,V000137,1984-08-02,NA,NA,J.D. (James),male,Male,Vance,https://www.govtrack.us/congress/members/jd_james_vance/456876,(David),Sen. J.D. (James) Vance [R-OH],,,N00048832,NA,"Vance, J.D. (James) (Sen.) [R-OH]",NA,NA
NA,,TRUE,Junior Senator for Pennsylvania,NA,2029-01-03,NA,Democrat,202-224-4254,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,PA,Sen.,Senator,https://www.fetterman.senate.gov,142 Russell Senate Office Building Washington DC 20510,https://www.fetterman.senate.gov/contact/,142 Russell Senate Office Building,NA,,NA,NA,F000479,1969-08-15,NA,NA,John,male,Male,Fetterman,https://www.govtrack.us/congress/members/john_fetterman/456877,Karl,Sen. John Fetterman [D-PA],,,N00038201,NA,"Fetterman, John (Sen.) [D-PA]",NA,NA
NA,,TRUE,Junior Senator for Nebraska,NA,2024-11-05,NA,Republican,202-224-4224,senator,Senator,class2,Class 2,junior,Junior,2023-01-23,NE,Sen.,Senator,https://www.ricketts.senate.gov,139 Russell Senate Office Building Washington DC 20510,https://www.ricketts.senate.gov/contact/,139 Russell Senate Office Building,NA,,special-election,appointment,R000618,1964-08-19,61233,NA,Pete,male,Male,Ricketts,https://www.govtrack.us/congress/members/pete_ricketts/456952,,Sen. Pete Ricketts [R-NE],,,N00027695,NA,"Ricketts, Pete (Sen.) [R-NE]",NA,NA
NA,,TRUE,Junior Senator for California,NA,2025-01-03,NA,Democrat,202-224-3841,senator,Senator,class1,Class 1,junior,Junior,2023-10-03,CA,Sen.,Senator,https://www.butler.senate.gov,112 Hart Senate Office Building Washington DC 20510,https://www.butler.senate.gov/share-your-opinion/,112 Hart Senate Office Building,NA,,NA,appointment,B001320,1979-05-11,NA,NA,Laphonza,female,Female,Butler,https://www.govtrack.us/congress/members/laphonza_butler/456954,Romanique,Sen. Laphonza Butler [D-CA],,,NA,NA,"Butler, Laphonza (Sen.) [D-CA]",NA,NA
